Subconjunto,Cenario,ROC,Sens,Spec,Precision,F1,GMean,mtry,ROCSD,SensSD,SpecSD,PrecisionSD,F1SD,GMeanSD,Variaveis,Modelo,nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample
Top13,Sem_balanceamento,0.7575022279623778,0.3746446073863445,0.9427023102259225,0.6506168085508722,0.47528651733748906,0.5942301923865946,4,0.006266714866058364,0.009938615046637171,0.005640393599212151,0.01789160350144186,0.006624477629532076,0.006675305461890262,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4",RF,NA,NA,NA,NA,NA,NA,NA
Top13,Com_SMOTENC,0.7563666558177524,0.5277807064720594,0.8522354927047644,0.50383412826059,0.5153716473394838,0.6705871549685677,2,0.004466644846553753,0.01356059592277459,0.008243510236464108,0.008872010743968909,0.005046854898145157,0.0059855237700816265,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4",RF,NA,NA,NA,NA,NA,NA,NA
Top14,Sem_balanceamento,0.7629710950993768,0.3733256299798896,0.9463402188062691,0.6645428158306355,0.477834668356041,0.5942934956446577,3,0.007347508191686665,0.012878545802683227,0.005118672599346145,0.015028699519260849,0.008361661157812002,0.008898178853567699,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE",RF,NA,NA,NA,NA,NA,NA,NA
Top14,Com_SMOTENC,0.7611942861419367,0.5147819187739953,0.8638445915402141,0.5180523671864086,0.5162159279639943,0.6667328757761976,2,0.005949370335976985,0.018205112196088682,0.008381276956455507,0.012098249932203034,0.010559927120896496,0.010045581084835754,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE",RF,NA,NA,NA,NA,NA,NA,NA
Top13,Sem_balanceamento,0.7787736394193684,0.35543468035520626,0.952065162500567,0.678117615969085,0.46629015585624783,0.5816112472598809,NA,0.0022918594399255724,0.015133184709828705,0.0034051521669259286,0.018583837978453713,0.01577419833509157,0.012521546226687373,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4",XGBoost,100,3,0.1,0,0.8,1,0.8
Top13,Com_SMOTENC,0.7681392420962272,0.5760065389755961,0.8238282554097334,0.4815193511394042,0.5244835030788385,0.6888010716404116,NA,0.0034236399107267297,0.015274554076740622,0.00515548459585037,0.0074605901160964515,0.009315385525774692,0.00850213492735137,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4",XGBoost,100,3,0.1,0,0.8,1,0.8
Top14,Sem_balanceamento,0.778981383669762,0.3597673729257301,0.9523860896189014,0.6822857702537447,0.4709808835686512,0.5852382231393322,NA,0.003242476140918923,0.015527831848818481,0.003824985912819677,0.019709192569612944,0.01609206165803645,0.01280218577079268,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE",XGBoost,100,3,0.1,0,0.8,1,0.8
Top14,Com_SMOTENC,0.7674152634771795,0.546994005939037,0.8458698824917636,0.5020073424821369,0.5234379086354596,0.6801237631632604,NA,0.004082227859615599,0.016582155777632133,0.005139699483817812,0.004230488204870678,0.008113486133162777,0.008569201942307604,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE",XGBoost,100,3,0.1,0,0.8,1,0.8
