Subconjunto,Modelo,ROC,Sens,Spec,Precision,F1,GMean,nrounds,max_depth,eta,gamma,colsample_bytree,min_child_weight,subsample,ROCSD,SensSD,SpecSD,PrecisionSD,F1SD,GMeanSD,Variaveis
Top14,XGBoost,0.7815706541830594,0.3563745249746624,0.9534022610429509,0.6847020719230896,0.46873997125703115,0.5828289802312594,100,3,0.1,0,0.8,1,0.8,0.006744904445530028,0.012940322265837604,0.002794261223227069,0.019127945091621704,0.015305717743873336,0.011139381814710577,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE"
Top13,XGBoost,0.7813793835416334,0.3608960739521931,0.9521182949922233,0.6815757772859476,0.47189859774779996,0.5861363666880886,150,3,0.1,0,0.8,1,0.8,0.007483483282110032,0.01153830265759834,0.002759412518510429,0.018445057131336245,0.014032769558301602,0.01001697819949095,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4"
Top10,XGBoost,0.7764613973236915,0.35581097319623495,0.9511022380470139,0.6739542137477067,0.4656479660130451,0.581634434819191,150,3,0.1,0,0.8,1,0.8,0.004546641897622547,0.01458024309068778,0.0032370560765103617,0.018632723556835037,0.0156037519917546,0.012203414124697923,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3"
