Cenario,RegraThreshold,Threshold,ROC,Sens,Spec,Precision,F1,GMean
RF_Top14_SemBalanceamento,Padrao_0.50,0.5,0.7628857240955353,0.3754002637031456,0.9466081746201583,0.6663323303243063,0.48024096385542175,0.5961182419419496
RF_Top14_SemBalanceamento,Youden,0.23249999999999998,0.7628857240955353,0.6121680165756263,0.7885191525786432,0.4512008885186728,0.5195012787723784,0.694770613703517
RF_Top14_ComSMOTENC,Padrao_0.50,0.5,0.7608352197152021,0.5121491806366547,0.8631500106997646,0.5152548796664772,0.5136973361042887,0.6648771095070157
RF_Top14_ComSMOTENC,Youden,0.4175,0.7608352197152021,0.5987944999058203,0.7965974748555532,0.4553788855464833,0.5173311635475997,0.690650553161561
XGB_Top23_SemBalanceamento,Padrao_0.50,0.5,0.7833949145866954,0.3697494820116783,0.9499251016477638,0.6771300448430493,0.4783138401559454,0.5926502461689791
XGB_Top23_SemBalanceamento,Youden,0.2259516641497612,0.7833949145866954,0.6279902053117348,0.8056922747699551,0.4786103933390755,0.5432179226069246,0.7113134731262039
XGB_Top23_ComSMOTENC,Padrao_0.50,0.5,0.7695586416631702,0.5253343379167451,0.8678579071260433,0.5303289598783039,0.5278198334595002,0.6752151946201093
XGB_Top23_ComSMOTENC,Youden,0.4565422683954239,0.7695586416631702,0.58560934262573,0.8231328910763963,0.48464536243180045,0.5303650631183896,0.6942869084440992
