Subconjunto,Modelo,ROC,Sens,Spec,Precision,F1,GMean,sigma,C,ROCSD,SensSD,SpecSD,PrecisionSD,F1SD,GMeanSD,Variaveis
Top13,SVM_Radial,0.7267068957073366,0.31324036060213956,0.963620599379725,0.7100824754001764,0.4345588544518127,0.5493258523512397,0.049606,2,0.008912725944027007,0.010987323532356607,0.0028530953217382,0.010217474839808213,0.009455964503764036,0.008955629021643907,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4"
Top10,SVM_Radial,0.7256574228734727,0.3138047998636826,0.9637275798557882,0.7110600505103969,0.43529581569754144,0.5498572603117932,0.0603269,2,0.004452945866022517,0.010653995660577583,0.002900571422637708,0.011661435621721868,0.009298906186385658,0.00865763610846579,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3"
Top14,SVM_Radial,0.7244398145266943,0.31380533235355196,0.9639415980473344,0.7122869945965993,0.4354964520643482,0.5499023363220963,0.0445138,2,0.005404899801216825,0.01168378319232721,0.0028302648562906927,0.008620356619120861,0.009811349035721463,0.009467829580842068,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, LIMIT_BAL, MARRIAGE, PAY_3, BILL_AMT3, SEX, BILL_AMT5, PAY_AMT4, AGE"
