Subconjunto,TopN,Modelo,Cenario,ROC,Sens,Spec,Precision,F1,GMean,mtry,ROCSD,SensSD,SpecSD,PrecisionSD,F1SD,GMeanSD,Variaveis,Usa_SMOTENC,Fase_Protocolo,CV_Folds,CV_Repeats
Top18,18,RF,Sem_balanceamento,0.7722259384098391,0.3801133141197032,0.9465606848058697,0.6689302037145413,0.4846609225267012,0.599729446550246,3,0.010832378601411891,0.0148908481155111,0.002892397183264135,0.014710853450093849,0.014656601906235434,0.011756846237834736,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, BILL_AMT3, LIMIT_BAL, PAY_3, PAY_AMT4, MARRIAGE, SEX, AGE, PAY_5, BILL_AMT5, PAY_AMT3, PAY_AMT5, PAY_AMT6",FALSE,confirmacao,5,2
Top18,18,RF,Com_SMOTENC,0.7630306833979308,0.49698843709851037,0.8812901253439315,0.5432392889749333,0.5189972502837414,0.6617223776181919,3,0.011052107351311288,0.015893286499208695,0.004199328332854765,0.009382467523258055,0.011538555717525528,0.010177296810325613,"PAY_0, BILL_AMT1, PAY_AMT2, PAY_AMT1, EDUCATION, PAY_2, BILL_AMT3, LIMIT_BAL, PAY_3, PAY_AMT4, MARRIAGE, SEX, AGE, PAY_5, BILL_AMT5, PAY_AMT3, PAY_AMT5, PAY_AMT6",TRUE,confirmacao,5,2
